CompoundName,MolecularFormula,ExactMass,MonoMass,SMILES,kingdom,superklass,klass,subklass
Norbadione A,C35H18O15,678.0645699,678.0645699,OC(=O)C(=C1/OC(=O)C(=C1O)C1=CC2=C3C(OC(=O)C3=C1)=C(O)C=C2C1=C(O)\C(OC1=O)=C(\C(O)=O)C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,NULL,NULL,NULL,NULL
alpha-Viniferin,C42H30O9,678.1889825,678.1889826,OC1=CC=C(C=C1)C1OC2=CC(O)=CC3=C2C1C1=C2C(C(OC2=CC(O)=C1)C1=CC=C(O)C=C1)C1=C2C3C(OC2=CC(O)=C1)C1=CC=C(O)C=C1,NULL,NULL,NULL,NULL
Rutin,C43H34O8,678.2253681,678.2253681,OC1=CC=C(C=C1)[C@@H]1CC2=C([C@H]1C1=CC(O)=CC(O)=C1)C(O)=CC(\C=C/C1=CC3=C(O[C@H]([C@H]3C3=CC(O)=CC(O)=C3)C3=CC=C(O)C=C3)C=C1)=C2,NULL,NULL,NULL,NULL
Artonin C,C40H38O10,678.2464974,678.2464974,CC(C)\C=C\C1=C(O)C=CC(C(=O)C2C(CC(C)=CC2C2=C(O)C=CC(C(=O)\C=C\C3=C(O)C=C(O)C=C3)=C2O)C2=C(O)C=C(O)C=C2)=C1O,NULL,NULL,NULL,NULL
Kuwanon J,C40H38O10,678.2464974,678.2464974,CC(C)=CCC1=C(O)C=CC(C(=O)C2C(CC(C)=CC2C2=C(O)C=CC(C(=O)\C=C\C3=C(O)C=C(O)C=C3)=C2O)C2=C(O)C=C(O)C=C2)=C1O,NULL,NULL,NULL,NULL
So-NCC-2,C35H42N4O10,678.2900936,678.2900936,COC(=O)C1C(C2=C(CCC(O)=O)C(C)=C(CC3NC(=O)C(C(O)CO)=C3C)N2)C2=C(C(C)=C(CC3=C(CCO)C(C)=C(N3)C=O)N2)C1=O,NULL,NULL,NULL,NULL
1-Acetyl-3-14-20-trihydroxywitha-5-24-dienolide 3-glucoside,C36H54O12,678.3615272,678.3615272,CC(=O)OC1CC(CC2=CCC3C(CCC4(C)C(CCC34O)C(C)(O)C3CC(C)=C(C)C(=O)O3)C12C)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Gingerglycolipid B,C33H58O14,678.3826565,678.3826566,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols
DG(18:0/22:1(13Z)/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(18:1(11Z)/22:0/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(18:1(9Z)/22:0/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(20:0/20:1(11Z)/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(20:0/20:1(13Z)/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
DG(20:1(11Z)/20:0/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(20:1(13Z)/20:0/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(22:0/18:1(11Z)/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,NULL,NULL,NULL,NULL
DG(22:0/18:1(9Z)/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(22:1(13Z)/18:0/0:0),C43H82O5,678.6162257,678.6162257,[H][C@](CO)(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
24-Methylene-cycloartanol palmitate,C47H82O2,678.6314819,678.6314819,[H][C@@]12CC[C@]3([H])[C@]4(C[C@@]14CC[C@]1(C)[C@H](CC[C@@]21C)[C@H](C)CCC(=C)C(C)C)CC[C@H](OC(=O)CCCCCCCCCCCCCCC)C3(C)C,NULL,NULL,NULL,NULL
campesteryl-18:2,C47H82O2,678.6314819,678.6314819,[H]\C(CCCCCCCC)=C(\[H])CCCCCCCC(=O)OC1([H])CC[C@@]2(C)C(C1)=CCC1([H])C3([H])CCC([H])([C@]([H])(C)CC[C@]([H])(CC)C(C)C)[C@@]3(C)CCC21[H],NULL,NULL,NULL,NULL
sitostanyl-16:0,C47H82O2,678.6314819,678.6314819,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(CC)C(C)C)[C@@]4(C)CC[C@]23[H])C1,NULL,NULL,NULL,NULL
Stigmasteryl stearate,C47H82O2,678.6314819,678.6314819,CCCCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)\C=C\C(CC)C(C)C,NULL,NULL,NULL,NULL
Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside),C30H32O18,680.1588642,680.1588642,COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O)C=C2O,NULL,NULL,NULL,NULL
7-Hydroxy-2'-5-6-trimethoxy-4'-5'-methylenedioxyisoflavone 7-(2-p-coumaroylglucoside),C34H32O15,680.1741203,680.1741204,COC1=CC2=C(OCO2)C=C1C1=COC2=CC(OC3OC(CO)C(O)C(O)C3OC(=O)\C=C/C3=CC=C(O)C=C3)=C(OC)C(OC)=C2C1=O,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids,Isoflavonoid O-glycosides
cis-Miyabenol C,C42H32O9,680.2046326,680.2046326,OC1=CC=C(\C=C\C2=CC(O)=CC3=C2C(C(O3)C2=CC=C(O)C=C2)C2=C3C(C(OC3=CC(O)=C2)C2=CC=C(O)C=C2)C2=CC(O)=CC(O)=C2)C=C1,NULL,NULL,NULL,NULL
Miyabenol C,C42H32O9,680.2046326,680.2046326,OC1=CC=C(\C=C\C2=CC(O)=CC3=C2C(C(O3)C2=CC=C(O)C=C2)C2=C3C(C(OC3=CC(O)=C2)C2=CC=C(O)C=C2)C2=CC(O)=CC(O)=C2)C=C1,NULL,NULL,NULL,NULL
trans-Miyabenol C,C42H32O9,680.2046326,680.2046326,OC1=CC=C(\C=C\C2=CC(O)=CC3=C2C(C(O3)C2=CC=C(O)C=C2)C2=C3C(C(OC3=CC(O)=C2)C2=CC=C(O)C=C2)C2=CC(O)=CC(O)=C2)C=C1,NULL,NULL,NULL,NULL
6''-O-alpha-D-Galactopyranosylciceritol,C25H44O21,680.2375084,680.2375085,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H](O)[C@H]2O)[C@H]1O,NULL,NULL,NULL,NULL
Vomifoliol 9-[glucosyl-(1->4)-xylosyl-(1->6)-glucoside],C30H48O17,680.2891501,680.2891501,CC(OC1OC(COC2OCC(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O)\C=C\C1(O)C(C)=CC(=O)CC1(C)C,NULL,NULL,NULL,NULL
Canarigenin 3-[glucosyl-(1->4)-6-deoxy-alloside],C35H52O13,680.3407917,680.3407918,CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=CC(=O)OC2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Gingerglycolipid C,C33H60O14,680.3983066,680.3983066,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols
Erythrodiol 3-palmitate,C46H80O3,680.6107464,680.6107464,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(CO)CCC32C)C1(C)C,NULL,NULL,NULL,NULL
DG(18:0/22:0/0:0),C43H84O5,680.6318758,680.6318758,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(20:0/20:0/0:0),C43H84O5,680.6318758,680.6318758,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(22:0/18:0/0:0),C43H84O5,680.6318758,680.6318758,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
campestanyl-18:2,C47H84O2,680.6471319,680.6471319,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(CC)C(C)C)[C@@]4(C)CC[C@]23[H])C1,NULL,NULL,NULL,NULL
sitostanyl-18:1,C47H84O2,680.6471319,680.6471319,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(CC)C(C)C)[C@@]4(C)CC[C@]23[H])C1,NULL,NULL,NULL,NULL
Neoacrimarine A,C40H43NO9,681.293782,681.293782,COC1=C(OC)C2=C(C=C1)C(=O)C1=C(N2)C(C2CC(C)(C)OC3=C2C(O)=C2C=C(C(=O)OC2=C3C(C)(C)C=C)C(C)(C)C=C)=C(OC)C=C1O,NULL,NULL,NULL,NULL
7-Epizucchini factor A,C44H59NO5,681.439324,681.439324,CC1(COC(=O)C2=CC=CC=C2)CCC2(C)CCC3(C)C4=C(CCC3(C)C2C1)C1(C)CCC(OC(=O)C2=CC=C(N)C=C2)C(C)(C)C1CC4O,NULL,NULL,NULL,NULL
8-Hydroxyhesperetin 7-[6-acetylglucosyl-(1->2)-glucoside],C30H34O18,682.1745142,682.1745143,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O1)C(O)=C(OC1OC(CO)C(O)C(O)C1OC1OC(COC(C)=O)C(O)C(O)C1O)C=C2O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
Myricanol 5-laminaribioside,C33H46O15,682.2836708,682.2836708,COC1=C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C2=CC(=C1OC)C1=C(O)C=CC(CCC(O)CCCC2)=C1,NULL,NULL,NULL,NULL
Myricanol 5-sophoroside,C33H46O15,682.2836708,682.2836708,COC1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C2=CC(=C1OC)C1=C(O)C=CC(CCC(O)CCCC2)=C1,NULL,NULL,NULL,NULL
Cannogenol 3-[glucosyl-(1->4)-2-6-dideoxy-xylohexoside],C35H54O13,682.3564418,682.3564418,CC1OC(CC(O)C1OC1OC(CO)C(O)C(O)C1O)OC1CCC2(CO)C(CCC3C2CCC2(C)C(CCC32O)C2=CC(=O)OC2)C1,NULL,NULL,NULL,NULL
Corchorusoside B,C35H54O13,682.3564418,682.3564418,CC1OC(CC(O)C1OC1OC(CO)C(O)C(O)C1O)OC1CCC2(C)C(CCC3C2C(O)CC2(C)C(CCC32O)C2=CC(=O)OC2)C1,NULL,NULL,NULL,NULL
Corchorusoside C,C35H54O13,682.3564418,682.3564418,CC1OC(CC(O)C1OC1OC(CO)C(O)C(O)C1O)OC1CCC2(C)C3CCC4(C)C(CCC4(O)C3CCC2(O)C1)C1=CC(=O)OC1,NULL,NULL,NULL,NULL
Evobioside,C35H54O13,682.3564418,682.3564418,CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(CCC43O)C3=CC(=O)OC3)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Cyclopassifloside II,C37H62O11,682.4292128,682.4292128,CC(C)C(O)(CO)CCC(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
3-octaprenyl-4-hydroxybenzoate,C47H70O3,682.5324961,681.5252197,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1=C(O)C=CC(=C1)C([O-])=O,NULL,NULL,NULL,NULL
pppGpp,C10H18N5O20P5,682.923323,676.8796643,NC1=NC2=C(N=CN2C2OC(COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)C(OP([O-])(=O)OP(O)([O-])=O)C2O)C(=O)N1,NULL,NULL,NULL,NULL
(S)-NADHX,C21H31N7O15P2,683.1353373,683.1353364,[H][C@]1(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=C(CC[C@]3([H])O)C(O)=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,NULL,NULL,NULL,NULL
Citbismine C,C37H36N2O11,684.23191,684.23191,COC1=CC2=C(C(O)=C1C1C(OC3=C1C1=C(C(O)=C3)C(=O)C3=C(N1C)C(OC)=C(O)C=C3)C(C)(C)O)C(=O)C1=C(N2C)C(OC)=C(OC)C=C1,NULL,NULL,NULL,NULL
AS 1-1,C38H71NO9,685.5128829,685.5128829,CCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C/CC\C=C/CCCCCCCCC,NULL,NULL,NULL,NULL
Nuzhenide,C31H42O17,686.2421999,686.2421999,[H]\C(C)=C1/[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)OC=C(C(=O)OC)C1([H])CC(=O)OC[C@@]1([H])O[C@@]([H])(OCCC2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,NULL,NULL,NULL,NULL
19-Hydroxydeacetylnomilinic acid 17-beta-D-glucopyranoside,C32H46O16,686.2785854,686.2785854,CC(C)(O)C1CC(=O)C2(C)C(CCC(C)(C(OC3OC(CO)C(O)C(O)C3O)C3=COC=C3)C22OC2C(O)=O)C1(CO)C(O)CC(O)=O,NULL,NULL,NULL,NULL
Secoisolariciresinol 9-9'-diglucoside,C32H46O16,686.2785854,686.2785854,COC1=CC(CC(COC2OC(CO)C(O)C(O)C2O)C(COC2OC(CO)C(O)C(O)C2O)CC2=CC(OC)=C(O)C=C2)=CC=C1O,NULL,NULL,NULL,NULL
Dephospho-CoA,C21H35N7O13P2S,687.1488794,687.148878,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS,NULL,NULL,NULL,NULL
PE(16:0/16:0),C37H74NO8P,691.5152053,691.5152053,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines
Panaxydiol,C37H74NO8P,691.5152053,691.5152053,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC,NULL,NULL,NULL,NULL
selenodiglutathione,C20H32N6O12S2Se,692.0684846,692.0684837,N[C@@H](CCC(=O)N[C@@H](CS[Se]SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,NULL,NULL,NULL,NULL
curcumin 4'-O-尾-D-gentiobioside,C33H40O16,692.2316352,692.2316352,COC1=CC(C=CC(O)=CC(=O)C=CC2=CC(OC)=C(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C=C2)=CC=C1O,NULL,NULL,NULL,NULL
curcumin diglucoside,C33H40O16,692.2316352,692.2316352,COC1=CC(C=CC(O)=CC(=O)C=CC2=CC(OC)=C(OC3OC(CO)C(O)C(O)C3O)C=C2)=CC=C1OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Starch- pregelatinized,C27H48O20,692.2738939,692.2738939,COC1C(O)C(O)C(OCC2OC(OC3C(O)C(O)C(C)OC3CO)C(O)C(O)C2OC2OC(CO)C(OC)C(O)C2O)OC1CO,NULL,NULL,NULL,NULL
Pisumoside B,C32H52O16,692.3255356,692.3255356,CC12CCCC(C)(C1C(O)C(O)C13CC(CO)C(O)(C1)CCC23)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
Bismahanine,C46H48N2O4,692.361408,692.361408,CC(C)=CCCC1(C)OC2=C(C)C=C3C(NC4=CC(O)=C(C=C34)C3=C(O)C=CC4=C3NC3=C5C=CC(C)(CCC=C(C)C)OC5=C(C)C=C43)=C2C=C1,NULL,NULL,NULL,NULL
PA(18:3(6Z-9Z-12Z)/18:3(6Z-9Z-12Z)),C39H65O8P,692.441706,692.4417061,[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
PA(18:3(6Z-9Z-12Z)/18:3(9Z-12Z-15Z)),C39H65O8P,692.441706,692.4417061,[H][C@@](COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,NULL,NULL,NULL,NULL
PA(18:3(9Z-12Z-15Z)/18:3(9Z-12Z-15Z)),C39H65O8P,692.441706,692.4417061,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,NULL,NULL,NULL,NULL
Guavin B,C33H26O17,694.1169994,694.1169994,OC1C(O)C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)OCC2OC1OC1=CC(O)=C(C(=O)C2=CC=CC=C2)C(O)=C1,Organic compounds,Phenylpropanoids and polyketides,Tannins,Hydrolyzable tannins
1-2-Diferuloylgentiobiose,C32H38O17,694.2108998,694.2108998,COC1=CC(\C=C\C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2OC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O,NULL,NULL,NULL,NULL
Methyl 3-4-5-trimethoxycinnamate [arabinosyl-(1->3)-[glucosyl-(1->6)]-glucosyl] ester,C29H42O19,694.2320291,694.2320292,COC1=CC(\C=C\C(=O)OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(OC3OC(CO)C(O)C3O)C2O)=CC(OC)=C1OC,NULL,NULL,NULL,NULL
Capsoside A,C33H58O15,694.3775712,694.3775712,CCCCCCCCCCCC(=O)OCC(COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)OC(=O)C\C=C\CC,NULL,NULL,NULL,NULL
PA(18:2(9Z-12Z)/18:3(6Z-9Z-12Z)),C39H67O8P,694.4573561,694.4573561,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
PA(18:2(9Z-12Z)/18:3(9Z-12Z-15Z)),C39H67O8P,694.4573561,694.4573561,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,NULL,NULL,NULL,NULL
3-Hexadecanoyloleanolic acid,C46H78O4,694.590011,694.590011,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(CCC32C)C(O)=O)C1(C)C,NULL,NULL,NULL,NULL
Jubanine A,C40H49N5O6,695.3682843,695.3682843,CCC(C)C1NC(=O)C2C(CCN2C(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CC=CC=C2)N(C)C)OC2=CC=C(OC)C(=C2)\C=C/NC1=O,NULL,NULL,NULL,NULL
Maclurin 3-C-(2''-galloyl-6''-p-hydroxybenzoyl-glucoside),C33H28O17,696.1326494,696.1326495,OC1C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC1COC(=O)C1=CC=C(O)C=C1)C1=C(O)C=C(O)C(C(=O)C2=CC(O)=C(O)C=C2)=C1O,NULL,NULL,NULL,NULL
Maclurin 3-C-(2''-p-hydroxybenzoyl-6''-galloyl-glucoside),C33H28O17,696.1326494,696.1326495,OC1C(O)C(OC(=O)C2=CC=C(O)C=C2)C(OC1COC(=O)C1=CC(O)=C(O)C(O)=C1)C1=C(O)C=C(O)C(C(=O)C2=CC(O)=C(O)C=C2)=C1O,NULL,NULL,NULL,NULL
Cyanidin 3-(6''-malonyllaminaribioside),C30H32O19,696.1537788,697.1616039,[H][C@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(COC(=O)CC(O)=O)O[C@@]([H])(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,NULL,NULL,NULL,NULL
Cyanidin 3-O-(6''-malonyl-3''-glucosyl-glucoside),C30H32O19,696.1537788,697.1616039,[H][C@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(COC(=O)CC(O)=O)O[C@@]([H])(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,NULL,NULL,NULL,NULL
Luteolin 7-O-(6''-O-malonyl)-beta-D-diglucoside,C30H32O19,696.1537788,696.1537788,O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(C(O)=C3)C(=O)C=C(O4)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O,NULL,NULL,NULL,NULL
Isogomphrenin II,C33H32N2O15,696.1802683,696.1802684,OC1C(O)C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=C(O)C=C3CC(C([O-])=O)\[N+](=C/C=C4\CC(NC(=C4)C(O)=O)C(O)=O)C3=C2)C1O,NULL,NULL,NULL,NULL
Apigenin 6-C-arabinosyl-8-C-glucoside,C31H36O18,696.1901643,696.1901643,OC[C@H]1O[C@@H](OC2=CC=C(C=C2)C2=CC(=O)C3=C(O2)C(C2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C(O)C(C2O[C@H](CO)[C@@H](O)[C@@H]2O)=C3O)[C@@H](O)[C@@H]1O,NULL,NULL,NULL,NULL
Gnemonol A,C42H32O10,696.1995472,696.1995472,OC1=CC=C(C=C1)C1OC2=CC3=C(C(C(O3)C3=CC=C(O)C=C3)C3=CC(O)=CC(O)=C3)C3=C2C1C1=C(C(C3)C2=CC=C(O)C=C2O)C(O)=CC(O)=C1,NULL,NULL,NULL,NULL
Olitorin,C35H52O14,696.3357063,696.3357064,CC1OC(CC(O)C1OC1OC(CO)C(O)C(O)C1O)OC1CCC2(C=O)C3CCC4(C)C(CCC4(O)C3CCC2(O)C1)C1=CC(=O)OC1,NULL,NULL,NULL,NULL
Glucosyl passiflorate,C37H60O12,696.4084774,696.4084774,CC(C)C1(O)CC(OC1O)C(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Momordicoside E,C37H60O12,696.4084774,696.4084774,CC(C=O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)CCC12C,NULL,NULL,NULL,NULL
PA(18:1(11Z)/18:3(6Z-9Z-12Z)),C39H69O8P,696.4730062,696.4730062,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
PA(18:1(11Z)/18:3(9Z-12Z-15Z)),C39H69O8P,696.4730062,696.4730062,[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,NULL,NULL,NULL,NULL
PA(18:1(9Z)/18:3(6Z-9Z-12Z)),C39H69O8P,696.4730062,696.4730062,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
PA(18:1(9Z)/18:3(9Z-12Z-15Z)),C39H69O8P,696.4730062,696.4730062,[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,NULL,NULL,NULL,NULL
PA(18:2(9Z-12Z)/18:2(9Z-12Z)),C39H69O8P,696.4730062,696.4730062,[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
HMBOA dihexose,C27H39NO20,697.2065427,697.2065427,COC1=CC2=C(C=C1)N(O)C(=O)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)[C@H]1O)O2,NULL,NULL,NULL,NULL
